"Date","Candidates","NewsDesk","Category","Headline","SentScore(headline)","SentScore(snippet)","SentScore(lead)","SentScore(avg)","Count"
"2020-02-20","Bloomberg","oped","opinion","Despite His Billions, Bloomberg Busts",0.0,0.36,0.0,0.12,1288
"2020-02-21","Sanders","oped","opinion","Why Sanders Will Probably Win the Nomination",0.59,0.0,0.85,0.48,877
"2020-02-19","Bloomberg","politics","politics","On Politics: Can Bloomberg Take the Heat?",0.0,0.0,0.0,0.0,1110
"2020-02-20","Bloomberg","oped","opinion","Could Bloomberg Buy the Nomination?",0.0,0.44,0.0,0.15,862
"2020-02-19","Sanders","politics","politics","Sanders Suggests He Won’t Release Full Medical Records",0.0,-0.26,-0.65,-0.3,621
"2020-02-20","Biden","politics","politics","Protesters Denounce Biden’s Immigration Record at Democratic Debate",-0.51,-0.23,0.23,-0.17,601
"2020-02-20","Sanders","oped","opinion","Another Gift to Sanders",0.44,0.0,0.0,0.15,515
"2020-02-20","Bloomberg","politics","politics","Billions of Targets on His Back, Bloomberg Joins the Debate Fray",0.0,0.34,0.69,0.34,1513
"2020-02-21","Bloomberg","politics","politics","Bloomberg, in Reversal, Says He’ll Release 3 Women From Nondisclosure Agreements",0.27,-0.25,-0.46,-0.15,1528
"2020-02-22","Warren","business","business","Warren Buffett Praises Performance, but Offers No Surprises in Annual Letter",0.19,-0.15,0.69,0.24,715
"2020-02-22","Sanders","washington","politics","Same Goal, Different Playbook: Why Russia Would Support Trump and Sanders",0.4,0.37,0.32,0.36,1592
"2020-02-23","Sanders","politics","politics","5 Takeaways From the Nevada Caucuses (The Big One: Sanders Takes Control)",0.0,0.57,0.82,0.46,1441
"2020-02-23","Sanders","politics","politics","How Bernie Sanders Dominated in Nevada",0.0,0.0,0.89,0.3,1727
"2020-02-23","Sanders","oped","opinion","Bernie Sanders Isn’t the Left’s Trump",0.0,-0.3,0.77,0.16,315
"2020-02-22","Bloomberg","business","business","Digital Edits, a Paid Army: Bloomberg Is ‘Destroying Norms’ on Social Media",0.0,0.18,-0.08,0.03,1258
"2020-02-23","Sanders","oped","opinion","Bernie Sanders Is Making a Big Mistake",-0.34,0.48,0.59,0.24,934
"2020-02-22","Sanders","politics","politics","Bernie Sanders, the Teflon Candidate, Faces Sudden New Tests",0.0,-0.2,-0.46,-0.22,1975
"2020-02-22","Sanders","oped","opinion","Bernie Sanders Romps in Nevada. Is He Unstoppable?",-0.2,0.0,0.92,0.24,918
"2020-02-23","Sanders","politics","politics","Bernie Sanders Wins Nevada Caucuses, Strengthening His Primary Lead",0.78,0.51,0.38,0.56,1845
"2020-02-25","Bloomberg","express","other","Michael Bloomberg’s Longtime Partner Defends His Nondisclosure Agreements",0.27,0.0,-0.05,0.07,522
"2020-02-25","Biden","politics","politics","Politics, Money, Siblings: The Ties Between Joe Biden and Valerie Biden Owens",0.0,0.0,0.0,0.0,1994
"2020-02-24","Warren","business","business","Warren Buffett Has a Problem With ‘Independent’ Directors",-0.4,0.0,0.49,0.03,1547
"2020-02-24","Sanders","national","politics","Sanders’s Comments on Fidel Castro Provoke Anger in Florida",-0.75,0.0,0.74,-0.01,1169
"2020-02-24","Sanders","nytnow","other","Coronavirus, Bernie Sanders, India: Your Monday Briefing",0.0,0.0,0.0,0.0,1398
"2020-02-24","Sanders","politics","politics","Sanders Says He’ll Attract a Wave of New Voters. It Hasn’t Happened.",0.36,0.0,0.0,0.12,1358
"2020-02-24","Sanders","oped","opinion","Why Swing-District Democrats Don’t Want Bernie Sanders as the Nominee",0.08,0.1,0.63,0.27,1007
"2020-02-25","Sanders","oped","opinion","Putin Would Hate President Bernie Sanders",-0.57,0.66,0.1,0.06,951
"2020-02-24","Sanders","politics","politics","On Politics: Watch Where Sanders Goes",0.0,0.6,0.0,0.2,1421
"2020-02-26","Sanders","politics","politics","Bernie Sanders, Confronted on Immunity for Gun Manufacturers, Says That Was a ‘Bad Vote’",-0.49,-0.69,-0.91,-0.7,538
"2020-02-27","Bloomberg","oped","opinion","The Case for Mike Bloomberg",0.0,0.0,0.71,0.24,738
"2020-02-25","Warren","politics","politics","Elizabeth Warren’s Fans Want to Know: Can She Do It Again at Tonight’s Debate?",0.08,0.53,0.74,0.45,1074
"2020-02-25","Sanders","business","business","Chris Matthews Apologizes to Bernie Sanders for Remarks on Nevada Win",0.74,-0.72,-0.4,-0.13,632
"2020-02-26","Sanders","politics","politics","Bernie Sanders Heard His Name a Lot",0.0,0.0,-0.32,-0.11,1416
"2020-02-27","Bloomberg","oped","opinion","Bloomberg, the Mayor Who Menaced Blackness",-0.4,-0.72,-0.42,-0.51,1809
"2020-02-27","Bloomberg","washington","politics","Bloomberg Pledges Restraint on Executive Power but Reserves Legal Wiggle Room",0.19,0.08,-0.76,-0.17,1208
"2020-02-26","Sanders","oped","opinion","‘Nobody Likes’ Bernie Sanders. It Doesn’t Matter.",0.03,0.62,0.0,0.22,640
"2020-02-27","Biden","oped","opinion","The Case for Joe Biden",0.0,0.71,0.87,0.53,762
"2020-02-27","Sanders","oped","opinion","The Case for Bernie Sanders",0.0,0.66,0.84,0.5,707
"2020-02-26","Sanders","politics","politics","Amid Insults and Interruptions, Sanders Absorbs Burst of Attacks in Debate",-0.81,-0.72,0.08,-0.48,1889
"2020-02-25","Sanders","oped","opinion","Imagine Bernie Sanders in the Oval Office",0.0,0.44,0.59,0.34,1595
"2020-02-27","Sanders","nytnow","other","Coronavirus, Bernie Sanders, Mets: Your Thursday Evening Briefing",0.0,0.0,0.0,0.0,1152
"2020-02-27","Bloomberg","metro","other","De Blasio’s New Side Hustle: Trolling Bloomberg",0.0,-0.78,-0.66,-0.48,800
"2020-02-26","Bloomberg","styles","other","It’s Facebook vs. the Bloomberg Campaign vs. the Internet",0.0,0.0,0.0,0.0,797
"2020-02-26","Biden","politics","politics","‘He Hasn’t Been Here’: Why Joe Biden Lags in Super Tuesday States",0.34,0.06,-0.3,0.04,1423
"2020-02-27","Sanders","politics","politics","Democratic Leaders Willing to Risk Party Damage to Stop Bernie Sanders",-0.59,0.4,0.46,0.09,2358
"2020-02-25","Sanders","politics","politics","Bernie Sanders Outlines Funding for His Plans, but It May Not All Add Up",0.0,-0.1,-0.23,-0.11,1043
"2020-02-27","Biden","politics","politics","On Politics: A Boost for Biden",0.4,0.32,0.25,0.32,1362
"2020-02-27","Buttigieg","oped","opinion","The Case for Pete Buttigieg",0.0,0.0,-0.33,-0.11,735
"2020-02-27","Warren","oped","opinion","The Case for Elizabeth Warren",0.0,0.0,-0.83,-0.28,833
"2020-02-28","Sanders","politics","politics","Sanders Is Stirring Cold War Angst. Young Voters Say, So What?",-0.6,0.0,0.61,0.0,1612
"2020-02-29","Bloomberg","politics","politics","Making Pitch to Voters, Bloomberg Peddles His Experience in a Crisis",-0.62,-0.3,-0.2,-0.37,1127
"2020-02-29","Bloomberg","politics","politics","Michael Bloomberg Will Address Coronavirus in Prime-Time TV Ad",0.0,0.0,0.64,0.21,412
"2020-02-28","Warren","business","business","The Flaw in Warren Buffett’s Estate Plan",0.0,-0.33,0.53,0.07,1312
"2020-02-28","Warren","politics","politics","Elizabeth Warren Has Won Black Activists. She’s Losing the Black Vote.",0.27,0.71,0.18,0.39,1606
"2020-02-28","Warren","politics","politics","Elizabeth Warren Gets Giant Lift From Persist PAC",0.0,0.83,0.9,0.58,435
"2020-02-29","Biden","politics","politics","Joe Biden’s Last Stand",0.0,0.91,-0.3,0.21,1657
"2020-02-28","Sanders","oped","opinion","Bernie Sanders Can Beat Trump. Here’s the Math.",0.0,0.42,-0.08,0.11,1150
"2020-02-29","Sanders","politics","politics","The Pied Pipers of the Dirtbag Left Want to Lead Everyone to Bernie Sanders",0.08,-0.32,-0.66,-0.3,2690
"2020-02-28","Sanders","washington","politics","Pelosi, Trying to Save House Majority, Fends Off Angst Over Sanders",0.49,-0.32,-0.13,0.02,1289
"2020-02-29","Biden","oped","opinion","Joe Biden Needs a Win in South Carolina. Will He Get It?",0.59,0.54,-0.13,0.33,1031
"2020-02-28","Sanders","oped","opinion","No, Not Sanders, Not Ever",-0.3,0.0,0.27,-0.01,888
"2020-02-28","Biden","culture","other","There’s a New Artist in Town. The Name Is Biden.",0.0,-0.48,0.0,-0.16,1650
"2020-03-01","Biden","politics","politics","Joe Biden Had a Big Night. He Needs Another in 72 Hours.",0.0,0.75,0.44,0.4,1712
"2020-03-01","Buttigieg","politics","politics","For Buttigieg, a Search for Black Support That Never Arrived",0.4,-0.15,0.7,0.32,1325
"2020-03-01","Biden","editorial","opinion","What Comes Next, Joe Biden?",0.0,0.67,0.78,0.48,1107
"2020-03-03","Sanders","oped","opinion","Bernie Sanders Can’t Count on New Voters",0.0,0.0,-0.4,-0.13,925
"2020-03-03","Sanders","business","business","Capitalists Make Their Case Against Sanders",0.0,0.77,0.08,0.28,1190
"2020-03-02","Sanders","politics","politics","How the Democratic Establishment Stumbled as Sanders Surged",0.0,0.83,0.08,0.3,2805
"2020-03-02","Biden","politics","politics","Amy Klobuchar Drops Out of Presidential Race and Endorses Biden",0.34,0.2,0.7,0.41,1261
"2020-03-02","Bloomberg","business","business","How Bloomberg Buys the Silence of Unhappy Employees",-0.42,-0.19,0.86,0.08,1672
"2020-03-02","Sanders","business","business","Silicon Valley Leaders’ Plea to Democrats: Anyone but Sanders",0.0,0.0,0.0,0.0,1712
"2020-03-03","Biden","washington","politics","Trump Targets Biden Again as Democratic Race Hits Critical Stage",-0.32,0.64,0.0,0.11,978
"2020-03-01","Biden","oped","opinion","Why South Carolina Was So Personal for Joe Biden",0.0,0.79,0.0,0.26,531
"2020-03-02","Sanders","express","other","Public Enemy Splits With Flavor Flav After Sanders Rally Dispute",-0.74,0.38,-0.53,-0.29,792
"2020-03-02","Sanders","oped","opinion","Is Texas Big Enough for Ted Cruz and Bernie Sanders?",0.0,0.0,0.3,0.1,987
"2020-03-01","Buttigieg","politics","politics","Pete Buttigieg Drops Out of Democratic Presidential Race",0.0,-0.77,-0.86,-0.54,1253
"2020-03-03","Buttigieg","culture","other","Late Night Bids Adieu to Buttigieg, Klobuchar and ‘Poor’ Tom Steyer",0.0,0.32,0.95,0.42,795
"2020-03-01","Sanders","politics","politics","Why Some Suburban Women Are Wary of Bernie Sanders",0.0,0.0,0.27,0.09,1490
"2020-03-02","Biden","podcasts","other","Joe Biden’s Big Win",0.59,0.0,0.0,0.2,297
"2020-03-02","Biden","oped","opinion","Bernie or Biden. Period.",0.0,0.0,0.0,0.0,1167
"2020-03-03","Sanders","summary","other","Quotation of the Day: The Party Establishment Kept Stumbling as Sanders Surged",0.4,0.0,0.34,0.25,56
"2020-03-01","Sanders","politics","politics","Bernie Sanders Raised $46 Million in February, a Record for 2020",0.0,0.0,0.54,0.18,374
"2020-03-02","Bloomberg","politics","politics","Mike Bloomberg’s Stealth Weapon",-0.36,0.38,0.65,0.22,1868
"2020-03-03","Sanders","politics","politics","Sanders Campaign Was Caught Off Guard by Quick Massing of Opposition",0.0,0.84,0.0,0.28,1255
"2020-03-04","Biden","washington","politics","The Coronavirus. The Stock Market. Now Biden’s Comeback Adds to Trump’s Bad Week.",-0.54,-0.2,-0.54,-0.43,1388
"2020-03-05","Sanders","business","business","Bernie Sanders Had a Problem With MSNBC. Then Came Super Tuesday.",0.3,-0.03,0.0,0.09,959
"2020-03-05","Sanders","oped","opinion","Bernie Sanders Is Going for Broke",-0.42,0.64,0.77,0.33,868
"2020-03-05","Sanders","politics","politics","How Huge Voter Turnout Eluded Bernie Sanders on Super Tuesday",0.74,0.77,0.58,0.7,1227
"2020-03-04","Sanders","politics","politics","In Bernie Sanders Country, It’s Super Tuesday. It’s Also ‘Town Meeting Day.’",0.6,0.0,0.4,0.33,1164
"2020-03-04","Biden","politics","politics","On Politics: Biden’s Big Comeback",0.0,0.08,0.77,0.28,1438
"2020-03-03","Bloomberg","editorial","opinion","Mike Bloomberg Heads South",0.0,0.6,0.51,0.37,1180
"2020-03-04","Biden","letters","other","Joe Biden’s Stunning Super Tuesday Comeback",0.76,0.51,0.0,0.42,1209
"2020-03-05","Bloomberg","politics","politics","Bloomberg Greets Public Failure With Public Emotion. He’s Not Used to Either.",-0.4,-0.48,-0.3,-0.39,810
"2020-03-04","Biden","oped","opinion","Joe Biden Just Performed a Miracle",0.59,0.6,-0.65,0.18,1396
"2020-03-05","Warren","oped","opinion","Elizabeth Warren Was the Wrong Kind of Radical",-0.48,0.4,0.71,0.21,1255
"2020-03-05","Biden","politics","politics","Why Did Biden Suddenly Sweep Virginia? Credit Trump, These Voters Say",0.38,0.0,0.49,0.29,1527
"2020-03-05","Sanders","oped","opinion","How Bernie Sanders Can Still Win It All",0.59,0.57,0.95,0.7,1020
"2020-03-03","Warren","politics","politics","Elizabeth Warren: A Populist for the Professional Class",0.0,0.0,0.51,0.17,1868
"2020-03-05","Sanders","politics","politics","The Sanders Surge That Wasn’t",0.0,0.0,0.46,0.15,1174
"2020-03-04","Biden","oped","opinion","Why Joe Biden Is Winning",0.53,0.0,0.0,0.18,701
"2020-03-04","Biden","politics","politics","Democrats Decide That Joe Biden, as Risky as He Ever Was, Is the Safest Bet",0.23,0.88,0.68,0.59,1469
"2020-03-04","Biden","business","business","Wall Street, Encouraged by Biden’s Wins, Breaks Out Its Checkbooks",0.74,-0.49,0.67,0.3,1295
"2020-03-05","Warren","letters","other","Elizabeth Warren’s Exit, and 2 Men Left Standing",0.0,-0.2,0.0,-0.07,902
"2020-03-04","Biden","politics","politics","With Black Voters and a Suburban Surge, Joe Biden Took Texas",0.0,0.86,-0.36,0.17,1698
"2020-03-05","Biden","editorial","opinion","Why Southern Democrats Saved Biden",0.42,-0.53,0.0,-0.04,1099
"2020-03-05","Sanders","oped","opinion","Can Bernie Sanders Still Win?",0.59,0.35,0.0,0.31,1420
"2020-03-04","Biden","oped","opinion","Why Biden Is the Change Candidate",0.0,0.82,0.54,0.45,884
"2020-03-05","Bloomberg","oped","opinion","Bloomberg’s $500 Million Experiment Worked",0.0,-0.4,0.0,-0.13,1068
"2020-03-05","Biden","washington","politics","Republicans, Egged On by Trump, Scrutinize Hunter Biden as His Father Surges",0.0,0.0,0.27,0.09,1382
"2020-03-04","Warren","politics","politics","Elizabeth Warren Slides to Third Place in Massachusetts",0.0,0.3,0.0,0.1,804
"2020-03-04","Sanders","politics","politics","Latinos and Young People Come Through for Sanders in California",0.0,0.0,0.92,0.31,1404
"2020-03-04","Warren","politics","politics","After Mounting Losses, Elizabeth Warren Reviews Her Options",-0.4,0.78,0.46,0.28,1346
"2020-03-04","Biden","oped","opinion","The Great Biden Consolidation",0.62,0.0,-0.81,-0.06,1047
"2020-03-05","Biden","express","other","Bill de Blasio Suggests Black Voters Do Not Know Enough About Joe Biden’s Record",0.0,0.82,-0.34,0.16,744
"2020-03-05","Warren","politics","politics","Will Elizabeth Warren Endorse a Candidate? She Has a Few Options",0.32,0.87,0.9,0.7,1025
"2020-03-04","Sanders","national","politics","Long Lines and a Surge for Sanders",0.0,0.6,0.44,0.35,967
"2020-03-05","Biden","oped","opinion","Biden’s Rise Gives the Establishment One Last Chance",0.25,-0.64,0.82,0.14,887
"2020-03-05","Warren","nytnow","other","Elizabeth Warren, Coronavirus, Stock Market: Your Thursday Evening Briefing",0.0,0.0,0.0,0.0,1182
"2020-03-05","Biden","oped","opinion","How Biden Came Back",0.0,0.0,0.0,0.0,871
"2020-03-07","Warren","oped","opinion","When Will We Be Ready for a President Warren?",0.36,-0.23,0.36,0.17,1441
"2020-03-06","Warren","gender","other","Elizabeth Warren and the Curse of ‘Electability’",-0.54,0.0,0.0,-0.18,756
"2020-03-05","Sanders","politics","politics","Bernie Sanders Cancels Mississippi Rally, Shifting Focus to Michigan",-0.23,0.0,0.0,-0.08,1150
"2020-03-06","Warren","nytnow","other","Coronavirus, Elizabeth Warren, Syria: Your Friday Briefing",0.0,0.0,0.0,0.0,1440
"2020-03-06","Sanders","foreign","other","Behind the Story: Searching for Sanders in a Russian Archive",0.0,0.0,0.0,0.0,692
"2020-03-06","Warren","oped","opinion","I Am Burning With Fury and Grief Over Elizabeth Warren. And I Am Not Alone.",-0.73,0.57,0.53,0.12,1048
"2020-03-06","Sanders","letters","other","Defending Bernie Sanders’s Sister-City Efforts in the U.S.S.R.",0.0,-0.05,0.0,-0.02,701
"2020-03-07","Buttigieg","politics","politics","There Won’t Be a Gay President in 2021. So What Does Buttigieg’s Campaign Tell Us?",0.0,0.38,0.42,0.27,1471
"2020-03-06","Sanders","upshot","opinion","Bernie Sanders Might Have a Michigan Problem",-0.4,-0.23,0.78,0.05,977
"2020-03-06","Biden","washington","politics","In Biden’s Hometown, Trump Says He’s Ready to Face Off Against Him",0.36,-0.36,0.53,0.18,1088
"2020-03-06","Warren","politics","politics","On Politics: Warren’s Out but Not Down",0.0,0.61,0.0,0.2,1412
"2020-03-06","Warren","politics","politics","‘America Needs Her’: Readers React to Elizabeth Warren’s Exit",0.0,0.0,0.0,0.0,1766
"2020-03-07","Biden","editorial","opinion","The Resurrection of Joe Biden",0.0,0.2,-0.61,-0.14,1063
"2020-03-07","Biden","oped","opinion","Where’s Joe Biden’s Universal Child Care Plan?",0.49,0.0,0.8,0.43,1131
"2020-03-06","Sanders","foreign","other","As Bernie Sanders Pushed for Closer Ties, Soviet Union Spotted Opportunity",0.42,-0.1,0.42,0.25,1948
"2020-03-06","Sanders","politics","politics","The Bernie Sanders Personality Test",0.0,0.0,-0.46,-0.15,2195
"2020-03-06","Warren","culture","other","Late Night Says Elizabeth Warren ‘Realized She Was Overqualified’",0.0,0.23,0.95,0.4,604
"2020-03-07","Biden","politics","politics","Biden Is Back: This Week in the 2020 Race",0.0,0.83,0.0,0.28,800
"2020-03-06","Sanders","nytnow","other","Coronavirus, Bernie Sanders, Woody Allen: Your Friday Evening Briefing",0.0,0.0,0.0,0.0,1022
"2020-03-07","Sanders","national","politics","A Sanders Voter, Weary of Debt at 29: ‘I Have Nothing to Lose’",-0.56,-0.36,-0.36,-0.43,1978
"2020-03-08","Sanders","politics","politics","Sanders Is Behind With Black Voters. He Didn’t Fix That in Flint.",0.0,0.2,0.4,0.2,879
"2020-03-09","Biden","letters","other","A Republican Plan to Investigate Hunter Biden",0.0,-0.85,0.0,-0.28,556
"2020-03-09","Biden","business","business","Manipulated Biden Video Escalates Online Speech War With Trump",-0.76,-0.7,-0.76,-0.74,616
"2020-03-09","Sanders","politics","politics","Sanders Is Counting on His Own Firewall: Michigan’s Blue-Collar Voters",0.0,0.93,0.72,0.55,1534
"2020-03-08","Warren","culture","other","Daniel Craig Hosts ‘S.N.L.,’ but Elizabeth Warren Steals the Show",-0.67,0.54,0.77,0.22,1150
"2020-03-07","Biden","oped","opinion","If Joe Biden Wins",0.57,-0.62,-0.96,-0.34,860
"2020-03-07","Sanders","oped","opinion","Bernie Sanders Has Already Won the Democratic Primary",0.57,0.62,0.77,0.65,1181
"2020-03-08","Sanders","politics","politics","Bernie Sanders Won Michigan in 2016. Tuesday’s Primary Looks Much Tougher.",0.66,0.81,0.68,0.72,1616
"2020-03-08","Biden","politics","politics","Kamala Harris Endorses Joe Biden for President",0.34,0.61,0.25,0.4,879
"2020-03-09","Sanders","business","business","What Bernie Sanders Gets Right About the Media",0.0,0.75,0.36,0.37,1273
"2020-03-09","Sanders","politics","politics","Where Sanders Is Falling Short",-0.15,0.0,0.46,0.1,1246
"2020-03-08","Sanders","politics","politics","Jesse Jackson Endorses Bernie Sanders",0.34,0.62,0.88,0.62,835
"2020-03-09","Warren","oped","opinion","Watching ‘Hillary’ in the Wake of Elizabeth Warren’s Exit",0.0,0.0,0.6,0.2,1724
"2020-03-10","Sanders","oped","opinion","We’ve Been Looking in the Wrong Places to Understand Sanders’s Socialism",-0.48,0.6,-0.94,-0.27,1166
"2020-03-10","Sanders","letters","other","Devoted to Bernie Sanders, but if He’s Not the Nominee …",0.21,-0.49,0.0,-0.09,477
"2020-03-11","Biden","politics","politics","Joe Biden Is Poised to Deliver the Biggest Surprise of 2020: A Short, Orderly Primary",0.48,-0.13,-0.67,-0.11,1655
"2020-03-11","Biden","podcasts","other","Joe Biden Takes Command",0.0,0.91,0.0,0.3,289
"2020-03-10","Sanders","upshot","opinion","Why Tonight’s Primary Results Are So Important for Bernie Sanders",0.33,0.21,0.91,0.49,686
"2020-03-11","Biden","politics","politics","Joe Biden Will Host ‘Virtual Events’ as Coronavirus Fears Heat Up",-0.42,0.0,-0.15,-0.19,500
"2020-03-11","Sanders","politics","politics","Why Sanders Is Staying In",0.0,-0.53,0.46,-0.02,1285
"2020-03-10","Biden","oped","opinion","Joe Biden Is No Longer Toast",-0.3,0.3,-0.27,-0.09,1366
"2020-03-10","Biden","politics","politics","Highlights From Democratic Primary Results: Joe Biden Wins Four States",0.57,0.0,0.48,0.35,2717
"2020-03-10","Bloomberg","politics","politics","Bloomberg’s Job Security Promises Are Falling Through, Campaign Workers Say",0.53,-0.42,0.12,0.07,804
"2020-03-10","Warren","podcasts","other","The Field: What Happened to Elizabeth Warren?",0.0,0.0,0.0,0.0,319
"2020-03-10","Sanders","oped","opinion","Bernie Sanders Versus the World",0.0,-0.38,0.13,-0.08,1242
"2020-03-09","Sanders","politics","politics","The People Who See Bernie Sanders as Their Only Hope",0.44,0.65,0.0,0.36,1681
"2020-03-11","Sanders","oped","opinion","The Sanders Coalition Is Not Quite What We Thought It Was",0.0,0.34,-0.08,0.09,2737
"2020-03-11","Sanders","politics","politics","Read Bernie Sanders’s Full Speech About Staying in the Race",0.0,-0.49,-0.49,-0.33,1316
"2020-03-09","Biden","politics","politics","Cory Booker Endorses Joe Biden as Candidates Race Toward More Primaries",0.34,0.32,0.67,0.44,1241
"2020-03-09","Sanders","science","other","Even if Sanders Wins, Medicare for All Almost Certainly Won’t Happen",0.7,0.91,0.0,0.54,1512
"2020-03-11","Sanders","politics","politics","Bernie Sanders Made a Big Concession Speech. Just Not the Usual Kind.",-0.42,0.25,-0.19,-0.12,1476
"2020-03-11","Biden","oped","opinion","How Joe Biden Wins It All",0.57,0.0,0.0,0.19,844
"2020-03-11","Biden","politics","politics","On Politics: Biden Cruises",0.0,0.44,0.0,0.15,1004
"2020-03-11","Biden","nytnow","other","Coronavirus, Joe Biden, Vladimir Putin: Your Wednesday Briefing",0.0,0.0,0.0,0.0,1429
"2020-03-11","Sanders","nytnow","other","Coronavirus, Bernie Sanders, Dinosaurs: Your Wednesday Evening Briefing",0.0,0.0,0.0,0.0,1135
"2020-03-11","Sanders","national","politics","‘I’m Baffled’: What It’s Like to Be a Black Sanders Supporter in the South",0.56,-0.54,0.46,0.16,1306
"2020-03-10","Bloomberg","metro","other","Weinstein Appealed to Bezos and Bloomberg for Help, Documents Show",0.4,0.0,-0.13,0.09,1281
"2020-03-11","Biden","politics","politics","Biden Takes Command of Race, Winning Four States Including Michigan",0.53,0.7,0.57,0.6,1856
"2020-03-11","Biden","nytnow","other","Coronavirus, Joe Biden, Harvey Weinstein: Your Wednesday Briefing",0.0,0.0,0.0,0.0,1379
"2020-03-13","Sanders","oped","opinion","Bernie Sanders and the Case of the Missing Youth Vote",-0.3,0.01,0.78,0.17,1157
"2020-03-13","Biden","politics","politics","Joe Biden’s Young Voter Problem: They Don’t Think He’s Listening",-0.4,0.58,-0.08,0.04,1496
"2020-03-11","Sanders","upshot","opinion","Sanders’s Big Problem Isn’t the Delegate Math. It’s the Voters.",-0.4,0.0,0.54,0.05,854
"2020-03-13","Buttigieg","culture","other","Pete Buttigieg Hosts ‘Jimmy Kimmel Live’ Without an Audience",0.0,-0.2,0.95,0.25,720
"2020-03-12","Biden","oped","opinion","The One Democrat Joe Biden Would Be Clueless Without",-0.36,0.0,0.38,0.01,1147
"2020-03-13","Sanders","oped","opinion","Why Young Latinx Voters Rallied Behind Sanders",0.0,0.0,0.86,0.29,813
"2020-03-11","Sanders","politics","politics","Behind Bernie Sanders’s Decision to Stay in the Race",0.0,0.61,0.24,0.28,1520
"2020-03-12","Biden","politics","politics","Joe Biden Needs to Bulk Up His Team. He’s Hiring a New Campaign Manager.",0.0,0.0,-0.23,-0.08,951
"2020-03-12","Biden","oped","opinion","Biden’s Best Bleeping Week",0.64,0.45,0.0,0.36,909
"2020-03-14","Sanders","politics","politics","Bernie Sanders, Stand-Up Comic",0.0,0.46,0.0,0.15,1342
"2020-03-15","Biden","politics","politics","Biden, Courting Liberals, Backs Tuition-Free College for Many Students",-0.05,0.3,0.57,0.27,589
"2020-03-15","Sanders","politics","politics","What Bernie Sanders’s Allies Want to Hear at Tonight’s Debate",0.08,-0.27,0.0,-0.07,866
"2020-03-14","Biden","politics","politics","‘Am I on Camera?’ Joe Biden’s Foray Into Virtual Campaigning",0.0,-0.62,-0.46,-0.36,1011
"2020-03-14","Sanders","oped","opinion","Why Sanders Isn’t Winning Over Black Voters",0.53,0.07,0.53,0.38,1202
"2020-03-14","Warren","letters","other","Did Sexism Doom Elizabeth Warren’s Bid?",-0.4,0.0,0.0,-0.13,1266
"2020-03-16","Sanders","politics","politics","Bernie Sanders Wants to Fight On. He Has His Reasons.",-0.38,-0.32,0.0,-0.23,1539
"2020-03-16","Sanders","magazine","other","Did America Misjudge Bernie Sanders? Or Did He Misjudge America?",0.0,0.4,0.36,0.25,6847
"2020-03-16","Biden","politics","politics","Behind Joe Biden’s Thinking on a Female Running Mate",0.0,0.27,0.4,0.23,1623
"2020-03-17","Sanders","upshot","opinion","Sanders Has More Time. He Just Doesn’t Have the Delegates.",0.0,-0.3,0.12,-0.06,657
"2020-03-17","Biden","politics","politics","Joe Biden Wins Primaries in Florida, Illinois and Arizona: Highlights",0.57,0.33,0.86,0.59,2299
"2020-03-16","Biden","politics","politics","Joe Biden Commits to Selecting a Woman as Vice President",0.03,0.0,0.0,0.01,504
"2020-03-19","Biden","climate","other","Climate Voters Still Want More From Biden",0.08,0.88,0.48,0.48,1317
"2020-03-18","Sanders","nytnow","other","Coronavirus, Bernie Sanders, Penguins: Your Wednesday Evening Briefing",0.0,0.0,0.0,0.0,1226
"2020-03-18","Sanders","politics","politics","Bernie Sanders Has No Realistic Chance to Win. Some Democrats Say, ‘It’s Over.’",0.56,-0.62,-0.75,-0.27,1638
"2020-03-19","Sanders","magazine","other","Behind the Cover: Bernie Sanders",0.0,0.0,-100,0.0,93
"2020-03-19","Sanders","nytnow","other","Coronavirus, Bernie Sanders, Utah: Your Thursday Briefing",0.0,0.0,0.0,0.0,1571
"2020-03-18","Biden","politics","politics","On Politics: Biden Gets Out the Broom",0.0,0.55,0.0,0.18,1265
"2020-03-17","Biden","politics","politics","The Left Is Still Leery of Biden. Here’s How He’s Reaching Out to Them.",0.2,0.61,0.82,0.54,1508
"2020-03-18","Sanders","politics","politics","The Bernie Sanders Revolution Has Moved to Mom’s Couch",0.0,0.1,-0.77,-0.22,1247
"2020-03-18","Biden","nytnow","other","Coronavirus, New York City, Joe Biden: Your Wednesday Briefing",0.0,0.0,0.0,0.0,1650
"2020-03-18","Sanders","oped","opinion","Sanders Is Betting It All on New York. Big Mistake.",-0.34,-0.6,-0.69,-0.54,920
"2020-03-21","Sanders","politics","politics","How It All Came Apart for Bernie Sanders",0.0,0.0,0.68,0.23,2456
"2020-03-21","Biden","politics","politics","Biden Takes Charge as Coronavirus Spreads: This Week in the 2020 Race",0.0,-0.1,-0.38,-0.16,1035
"2020-03-19","Biden","politics","politics","Biden’s Running Mate? Party Leaders Favor Female Ex-Rivals",0.66,0.0,0.61,0.42,1499
"2020-03-21","Biden","politics","politics","Joe Biden’s Campaign Was Cash Poor. He Seized Control of the Nomination Anyway.",-0.48,0.56,-0.25,-0.06,1083
"2020-03-23","Biden","politics","politics","Biden Addresses a Visibility Question: ‘How Do We Get More of You?’",0.0,0.08,-0.05,0.01,809
