"Date","Candidates","NewsDesk","Category","Headline","SentScore(headline)","SentScore(snippet)","SentScore(lead)","SentScore(avg)","Count"
"2020-03-23","Biden","politics","politics","Joe Biden Is Trying to Be Heard on the Virus. Can He Break Through?",0.0,-0.6,-0.08,-0.23,1565
"2020-03-23","Bloomberg","politics","politics","Ex-Field Organizers Sue Bloomberg Campaign, Claiming They Were Misled",0.0,-0.68,-0.64,-0.44,1006
"2020-03-27","Biden","oped","opinion","Should Biden Freak Out About the Trump Bump?",-0.44,0.0,-0.87,-0.44,1382
"2020-03-26","Sanders","politics","politics","As Coronavirus Crisis Unfolds, Sanders Sees a Moment That Matches His Ideas",-0.62,0.3,-0.29,-0.21,1345
"2020-03-27","Biden","oped","opinion","What Biden Can Do",0.0,0.0,0.0,0.0,1000
"2020-03-31","Biden","politics","politics","Biden Faces a Cash Gap With Trump. He Has to Close It Virtually.",0.0,-0.67,0.54,-0.04,1723
"2020-03-31","Sanders","politics","politics","Sanders Argues He Has ‘Narrow Path’ and Says He Wants to Push His Issues",-0.38,0.13,-0.3,-0.18,571
"2020-03-30","Biden","politics","politics","Are Democrats Cool on Biden?",0.32,0.4,0.46,0.39,1065
"2020-03-31","Biden","politics","politics","On Politics: Does Biden Need to Turn the Flash On?",0.0,0.0,0.0,0.0,1168
"2020-04-01","Biden","politics","politics","How ‘Never Bernie’ Voters Threw In With Biden and Changed the Primary",0.0,0.36,0.14,0.17,1502
"2020-04-02","Biden","politics","politics","How Will Joe Biden Find His Joe Biden?",0.0,0.0,0.0,0.0,1598
"2020-04-01","Biden","politics","politics","Pro-Trump Super PAC to Spend $10 Million on Attack Ads Against Biden",0.2,0.0,0.57,0.26,1213
"2020-04-03","Buttigieg","politics","politics","Pete Buttigieg’s Next Move: A PAC Called Win the Era",0.59,0.67,0.59,0.61,382
"2020-04-06","Biden","politics","politics","Biden and Trump Speak About Coronavirus",0.0,0.1,0.13,0.08,496
"2020-04-06","Sanders","politics","politics","Will Wisconsin Be the Last Stand for Bernie Sanders?",0.0,-0.38,0.0,-0.13,1137
